,HITId,chars,text,agr,cons,ext,open,stab
23,3RDTX9JRTYGWJSHN7AARGVNLF5H79Z,Chandler Bing,"<b>s01_e15_c03(0) for Chandler Bing</b><br><br><b>Phoebe Buffay</b>: Hey you guys! Chandler's coming and he says he has, like, this incredible news, so when he gets here, we could all act like, you know...<br><br>(Chandler comes in.)<br><br><b>Chandler Bing</b>: Hey!<br><br><b>All</b>: Hey!<br><br><b>Phoebe Buffay</b>: Never mind. But it was going to be really good.<br><br><b>Ross Geller</b>: What's going on?<br><br><b>All</b>: What is it?<br><br><b>Chandler Bing</b>: So, it's a typical day at work. I'm inputting my numbers, and big Al calls me into his office and tells me he wants to make me processing supervisor.<br><br><b>All</b>: That's great!<br><br><b>Chandler Bing</b>: So.... I quit.<br><br><b>All</b>: Why?<br><br><b>Chandler Bing</b>: Why? This was supposed to be a temp job!<br><br><b>Monica Geller</b>: Yeah, Chandler... you've been there for five years.<br><br><b>Chandler Bing</b>: If I took this promotion, it'd be like admitting that this is what I actually do.<br><br><b>Phoebe Buffay</b>: So was it a lot more money?<br><br><b>Chandler Bing</b>: It doesn't matter. I just don't want to be one of those guys that's in his office until twelve o'clock at night worrying about the WENUS.<br><br>(Everyone looks at him, confused.)<br><br><b>Rachel Green</b>: ... the WENUS?<br><br><b>Chandler Bing</b>: Weekly Estimated Net Usage Systems. A processing term.<br><br><b>Rachel Green</b>: (sarcastic) Oh. That WENUS.<br><br><b>Joey Tribbiani</b>: So what're you going to do?<br><br><b>Chandler Bing</b>: I don't know. That's the thing. I don't know what I want to do. I just know I'm not going to figure it out working there.<br><br><b>Phoebe Buffay</b>: Oooh! I have something you can do! I have this new massage client... Steve? (pause) Anyway, he's opening up a restaurant and he's looking for a head chef.<br><br><b>Monica Geller</b>: (taps Phoebe on her shoulder) Um... hi there.<br><br><b>Phoebe Buffay</b>: Hi! (turns back to Chandler, then to Monica) Oh, yeah, no, I know. You're a chef. I know, and I thought of you first, but um, Chandler's the one who needs a job right now, so....<br><br><b>Chandler Bing</b>: Yeah... I just don't have that much cheffing experience. Unless it's an all-toast restaurant.<br><br>",0.0,0.0,0.0,0.0,0.0
24,3DA79LNS59AX2OPE34CIUECH38B3TY,Monica Geller,"<b>s01_e03_c12(1) for Monica Geller</b><br><br><b>Ross Geller</b>: Hey, I might!<br><br><b>Phoebe Buffay</b>: Sorry. ..Y'know, those stupid soda people gave me seven thousand dollars for the thumb.<br><br><b>All</b>: You're kidding. Oh my God.<br><br><b>Phoebe Buffay</b>: And on my way over here, I stepped in gum. ...What is up with the universe?!<br><br><b>Joey Tribbiani</b>: (dragged in by Monica, he has just gotten out of the shower) What's going on?<br><br><b>Monica Geller</b>: Nothing. I just think it's nice when we're all here together.<br><br><b>Joey Tribbiani</b>: Even nicer when everyone gets to wear their underwear..<br><br><b>Rachel Green</b>: Uh, Joey..<br><br><b>Joey Tribbiani</b>: Oh, God! (Hurriedly closes his legs.)<br><br><b>Monica Geller</b>: (turns off the TV) Okay..<br><br><b>All</b>: Oh! That was Lambchop!<br><br><b>Monica Geller</b>: Please, guys, we have to talk.<br><br><b>Phoebe Buffay</b>: Wait, wait, I'm getting a deja vu...no, I'm not.<br><br><b>Monica Geller</b>: Alright, we have to talk.<br><br><b>Phoebe Buffay</b>: There it is!<br><br><b>Monica Geller</b>: Okay. It's-it's about Alan. There's something that you should know. I mean, there's really no easy way to say this.. uh.. I've decided to break up with Alan.<br><br>(They all gasp and clutch each other.)<br><br><b>Ross Geller</b>: Is there somebody else?<br><br><b>Monica Geller</b>: No, nononono.. it's just.. things change. People change.<br><br><b>Rachel Green</b>: We didn't change..<br><br><b>Joey Tribbiani</b>: So that's it? It's over? Just like that?<br><br><b>Phoebe Buffay</b>: You know.. you let your guard down, you start to really care about someone, and I just- I- (starts chewing her hair)<br><br><b>Monica Geller</b>: Look, I- I could go on pretending-<br><br><b>Joey Tribbiani</b>: Okay!<br><br><b>Monica Geller</b>: -but that wouldn't be fair to me, it wouldn't be fair to Alan- It wouldn't be fair to you!<br><br><b>Ross Geller</b>: Who-who wants fair? Y'know, I just want things back. Y'know, the way they were.<br><br><b>Monica Geller</b>: I'm sorry..<br><br><b>Chandler Bing</b>: (sarcastic) Oh, she's sorry! I feel better!<br><br><b>Rachel Green</b>: (tearful) I just can't believe this! I mean, with the holidays coming up- I wanted him to meet my family-<br><br><b>Monica Geller</b>: I'll meet somone else. There'll be other Alans.<br><br>",0.0,0.0,1.0,0.0,0.0
25,39HYCOOPKO0R7L1RNWHIL9311AJMDO,Joey,"<b>s04_e14_c06(0) for Joey</b><br><br><b>Joey</b>: (rushing in) Hey! Joey Tribbiani! I'm here! I'm here!<br><br><b>The A.D</b>: Calm down, we got time, we're running a little late.<br><br>(Just then, Charlton Heston walks out of his dressing room and starts eating a liquorice whip.)<br><br><b>Joey</b>: Look at that, Charlton Heston eating a liquorice whip!<br><br><b>The A.D</b>: Yeah, we loves 'em. I've never seen him with-(He gets a whiff of Joey and starts smelling around.)<br><br><b>Joey</b>: (trying to act like he's not the one that stinks.) Whoa! Yeah, what the hell is that? What smells so bad?<br><br><b>The A.D</b>: You.<br><br><b>Joey</b>: Y'know, I can see why you think that, but ah, actually, you know who I think it is?<br><br><b>The A.D</b>: You?<br><br><b>Joey</b>: No-no, it's uh, it's Heston.<br><br><b>The A.D</b>: What?<br><br>",0.0,0.0,1.0,0.0,0.0
26,3L2OEKSTW9PFK7UEPRUDTCC7ZTZY8J,Phoebe,"<b>s03_e17_c06(0) for Phoebe</b><br><br><b>Monica</b>: These tiny, little non-breasts?! Please, it's gotta be Rachel.<br><br><b>Rachel</b>: What, no, no, no, mine are deceptively small I mean, I-I-I actually sometimes, st-stuff my bra.<br><br><b>Monica</b>: All right then, your bra would still be big.<br><br><b>Rachel</b>: No, I stuff outside the bra.<br><br><b>Chandler</b>: Ladies, ladies, let's just compromise okay? Phoebe, Rachel take off Monica's bra.<br><br><b>Phoebe</b>: All right, forget it, nevermind, you can have mine.<br><br>[Chandler crumples up his cigarette pack and throws it on the ground.]<br><br><b>Rachel</b>: (seeing him) Chandler, what are you doing? There is a trash can right there.<br><br><b>Chandler</b>: Well, I thought if I littered, that crying Indian might come by and save us.<br><br><b>Phoebe</b>: (finishing removing her bra) Okay, there.<br><br>",1.0,0.0,1.0,0.0,1.0
27,3Y40HMYLL1XOIZBHNY9G6QNNUEXUXP,Monica,"<b>s03_e11_c05(0) for Monica</b><br><br><b>Gunther</b>: (to Monica and Phoebe) Hey guys.<br><br><b>Monica</b>: Hey Gunther. Hi. (to Phoebe) I mean you're going out on a date with the noisy guy upstairs?<br><br><b>Phoebe</b>: Well, he's very charming.<br><br><b>Monica</b>: I know, he's too charming, but if you two start going out, then it's just gonna make it so much harder for me to hate him.<br><br><b>Phoebe</b>: Well, you're just gonna have to try.<br><br><b>Monica</b>: Joey, where are the Jell-o shots?<br><br><b>Joey</b>: I don't know, Chandler is supposed to be passin' 'em around...<br><br>(Camera cuts to show Chandler giving a Jello shot to the ceramic dog and holding an empty tray of Jello shots.)<br><br><b>Joey</b>: Chandler!<br><br><b>Chandler</b>: Hello-dillillio!!<br><br><b>Ross</b>: Oh, somebody's feeling better.<br><br><b>Monica</b>: (to Chandler) Stick out your tongue.<br><br><b>Chandler</b>: (to Monica) Take off your shirt!<br><br>(Chandler sticks out is tongue and it's a horrible shade of green.)<br><br><b>Monica</b>: Oh my!!<br><br>",0.0,1.0,0.0,0.0,1.0
28,3MNJFORX8BJQXYUHM3VMS7V0RA6F5Z,Joey Tribbiani,"<b>s02_e21_c03(0) for Joey Tribbiani</b><br><br><b>Rachel Green</b>: Hey, how'd the interview go?<br><br><b>Monica Geller</b>: It bit. It was a 50's theme restraunt. I have to cook in a costume and dance on the counter. I mean I was a chef at Cafe des Artistes. I mean how could I take a job where I have to make something called Laverne and Curly Fries?<br><br><b>Rachel Green</b>: So don't do it.<br><br><b>Monica Geller</b>: How can I not do it? I have $127 in the bank.<br><br><b>Joey Tribbiani</b>: Monica, relax, go get a beer.<br><br><b>Monica Geller</b>: I don't want a beer.<br><br><b>Joey Tribbiani</b>: Who said it was for you?<br><br><b>Chandler, Ross</b>: [both enter looking down] Hhhiiii.<br><br><b>Rachel Green</b>: What's the matter with you?<br><br><b>Chandler Bing</b>: The mean guys at the coffee house took my hat.<br><br><b>Rachel Green</b>: Noo.<br><br><b>Joey Tribbiani</b>: You're kiddin'.<br><br>",1.0,0.0,1.0,0.0,1.0
29,3FJ2RVH25ZLPXRKH1YTWK46D4KN923,Chandler,"<b>s04_e13_c09(0) for Chandler</b><br><br><b>Chandler</b>: Did she call?<br><br><b>Phoebe</b>: No, sorry.<br><br><b>Chandler</b>: All right, maybe I should call her.<br><br><b>Joey</b>: No! Forget her, man! You don't need her, you don't need that!<br><br><b>Ross</b>: He's right, what she did was unforgivable.<br><br><b>Chandler</b>: Well, yeah, but y'know, what-what if I was wrong?<br><br><b>Ross</b>: How might you be wrong?<br><br><b>Chandler</b>: Well y'know, what if she didn't actually sleep with the guy?<br><br><b>Joey</b>: Dude, tell me she actually told you this.<br><br>",1.0,0.0,1.0,0.0,0.0
30,3ACRLU860NT0G0BUS22TDBASP5DEBH,Eddie,"<b>s02_e17_c09(0) for Eddie</b><br><br><b>Joey Tribbiani</b>: Hey.<br><br><b>Chandler Bing</b>: So uhh, how's the palace?<br><br><b>Joey Tribbiani</b>: You know it's funny you should mention that 'cause I was thinkin'... what's with the boxes?<br><br><b>Chandler Bing</b>: Oh, uhh, actually I uh, have some news.<br><br><b>Eddie</b>: Hey Chan, is that Joey guy gonna come by and pick up his moose hat or should I just toss it out?<br><br><b>Chandler Bing</b>: Well, uh, why don't you ask him yourself. Joey, this is my new roommate Eddie.<br><br><b>Eddie</b>: Nice to meet ya.<br><br><b>Joey Tribbiani</b>: Likewise. Uh, I'll take that. [grabs moose hat] It's what I came for. So, this is new. Where'd you two meet?<br><br><b>Eddie</b>: At the uh, supermarket, in the uh, ethnic food section. I helped him pick out a chorizo.<br><br>",1.0,1.0,0.0,1.0,1.0
31,3AXFSPQOYQDY4X92B5ZGTHE59T3FJN,Chandler,"<b>s03_e22_c09(0) for Chandler</b><br><br><b>Ross</b>: Look. Look, I wasn't going to say anything to you, but... All right, I don't think you should be seeing Tommy anymore.<br><br><b>Rachel</b>: You don't?!<br><br><b>Ross</b>: No! The guy is mean. I mean really mean. I think you should stay away from him.<br><br><b>Rachel</b>: Umm, or, maybe, I should stay away from all men.<br><br><b>Ross</b>: No, it's not just 'cause I'm jealous. (Both Monica and Chandler give him a 'Come on' look) I mean I'm not, I'm not, I'm not jealous, okay? It's... Look, the guy, he screamed, he actually screamed at this couple sitting in our seats.<br><br><b>Chandler</b>: Yeah, and at the end of the play, he, he got up y'know, and he just started like, (claps his hands) banging his hands together!<br><br><b>Ross</b>: Okay, fine, fine. You don't want to believe me? No, that's fine. (starts to leave)<br><br><b>Monica</b>: We're kidding!<br><br><b>Chandler</b>: Ross, don't. Ross!<br><br>Monica; Ross!<br><br>[cut to outside of Central Perk]<br><br>",1.0,0.0,1.0,1.0,0.0
32,3WKGUBL7SZ1U170DU9FAISU6OAXL45,Richard,"<b>s02_e23_c09(0) for Richard</b><br><br><b>Richard</b>: Ooh, duct tape. Was I supposed to bring something too?<br><br><b>Monica Geller</b>: This is for the scratchy twins out there. I taped oven mits to their hands.<br><br><b>Richard</b>: You're strict.<br><br><b>Monica Geller</b>: It's for their own good.<br><br><b>Richard</b>: You know, I like the way you have efficiently folded this tab under. See in a tape emergency you could shave valuable seconds off your time.<br><br><b>Monica Geller</b>: Exactly. Oh, I love that I can be totally neurotic around you now. Tell me the truth. Don't you like it better now that everything on your desk is perpendicular?<br><br><b>Richard</b>: If it's not a right angle, it is a wrong angle.<br><br><b>Monica Geller</b>: Very good.<br><br><b>Richard</b>: Thank you.<br><br><b>Monica Geller</b>: You know what. Tomorrow I'm gonna do your clocks.<br><br><b>Richard</b>: You're gonna do what to my clocks.<br><br><b>Monica Geller</b>: I'm gonna set them to my time.<br><br><b>Richard</b>: Well, I'm confused. I thought we shared time.<br><br><b>Monica Geller</b>: No no. See, in my bedroom I set my clock six minutes fast. You wanna know why?<br><br><b>Richard</b>: Because it's in a slightly different time zone than the kitchen.<br><br><b>Monica Geller</b>: No forget it, I'm not gonna tell you now.<br><br><b>Richard</b>: No come on. Come on tell me.<br><br><b>Monica Geller</b>: No. See you don't understand.<br><br><b>Richard</b>: Come on.<br><br><b>Monica Geller</b>: No. You don't have any of these cute little obsessive things.<br><br><b>Richard</b>: No that's not true. That is not true.<br><br><b>Monica Geller</b>: Oh yeah.<br><br><b>Richard</b>: Yeah.<br><br><b>Monica Geller</b>: Alright, well tell me one of yours.<br><br>",0.0,0.0,1.0,1.0,0.0
33,3HYV4299H0BHE2DNPQIJM9KRHZSE8I,Rachel Green,"<b>s02_e17_c02(0) for Rachel Green</b><br><br><b>Phoebe Buffay</b>: I told you not to do that yet. And, she wants to do a video.<br><br><b>All</b>: [celebrating more]<br><br><b>Phoebe Buffay</b>: I'm not done yet, OK. God. OK, if that goes well, they may even want to make an album. [everyone is quiet, unsure if she's done or not]<br><br><b>Phoebe Buffay</b>: I'm done now.<br><br><b>All</b>: [celebrating] [the guy with the pie in his hood get up to leave]<br><br>",1.0,0.0,1.0,0.0,0.0
34,3OZ4VAIBEXUN0UVSBK4KB3HRX5PVJP,Rachel Green,"<b>s02_e16_c14(0) for Rachel Green</b><br><br><b>Monica Geller</b>: So, are you sorry that I told them?<br><br><b>Richard</b>: No, it's been a long time since your dad and I went running. [Rachel and Phoebe enter]<br><br><b>Rachel Green</b>: Oh.<br><br><b>Monica Geller</b>: Oh. Well did you get it? Let me see.<br><br><b>Rachel Green</b>: Is Ross here?<br><br><b>Monica Geller</b>: No he went out to get pizza.<br><br><b>Rachel Green</b>: Oh really, OK. [shows Monica her tattoo]<br><br><b>Monica Geller</b>: That's great.<br><br><b>Richard</b>: Very tasteful.<br><br><b>Phoebe Buffay</b>: Wanna see mine, wanna see mine?<br><br><b>Monica Geller</b>: Yes.<br><br><b>Rachel Green</b>: What? You didn't get one.<br><br><b>Phoebe Buffay</b>: OK, well then what is this? [shows her bare shoulder]<br><br><b>Richard</b>: What're we looking at? That blue freckle?<br><br><b>Phoebe Buffay</b>: OK, that's my tattoo.<br><br><b>Rachel Green</b>: That is not a tattoo, that is a nothing. I finally got her back in the chair, bairly touched her with a needle, she jumped up screaming, and that was it.<br><br><b>Phoebe Buffay</b>: OK, hi. For your information this is exactly what I wanted. This is a tattoo of the earth as seen from a great distance. It's the way my mother sees me from heaven.<br><br><b>Rachel Green</b>: Oh, what a load of crap. That is a dot. Your mother is up in heaven going, 'Where the hell is my lily, you wuss?' OK, Phoebe, that is not a tattoo, this is a tattoo. [she bends over and bears her tattoo right when Ross returns]<br><br><b>Ross Geller</b>: You got a tattoo?<br><br><b>Rachel Green</b>: Maybe. But just a little one. Phoebe got the whole world.<br><br><b>Ross Geller</b>: Lemme see. [looks]<br><br><b>Rachel Green</b>: Well?<br><br>",1.0,1.0,1.0,0.0,1.0
35,39WSF6KUV20KZU03W77FJVARW4WEOL,Chandler Bing,"<b>s02_e18_c13(0) for Chandler Bing</b><br><br><b>Joey Tribbiani</b>: Naa, they said that when they found my body, my brain was so smashed in that the only doctor that could have saved me was me. Supposed to be some kind of irony or somethin.<br><br><b>Phoebe Buffay</b>: But Joey, you're gonna be fine. You don't need that show, it was just a dumb soap opera.<br><br><b>Joey Tribbiani</b>: Phoebe, this was the greatest thing that ever happened to me.<br><br><b>Phoebe Buffay</b>: Yes, I was going to incorporate that. Oh good, here's Monica, she'll have something nice to say.<br><br><b>Monica Geller</b>: Um, I straightened out your shower curtain so you won't get mildew. What? To me that's nice.<br><br>",1.0,1.0,1.0,1.0,1.0
36,35U0MRQMUJM115MPRXWPJZYDWH1OV3,Joey,"<b>s03_e08_c09(0) for Joey</b><br><br><b>Joey</b>: Hey! Y'know how we ah, save all those chopsticks for no reason we get when we get Chinese food?<br><br><b>Chandler</b>: Yeah.<br><br><b>Joey</b>: Well, now we got a reason.<br><br><b>Chandler</b>: What?<br><br><b>Joey</b>: Well, we're fashioning a very long poking device.<br><br><b>Chandler</b>: All right.<br><br><b>Joey</b>: Hey uh, what's a matter?<br><br><b>Chandler</b>: I talked to Janice.<br><br><b>Joey</b>: Oh my God, is she going back to him?<br><br><b>Chandler</b>: She doesn't know. Says she loves us both. Y'know I woke up this morning and I was in love, well I was happy. Y'know it serves me right for buying that twelve pack of condoms. And now I can't even return them, because she choked on the reciept!<br><br><b>Joey</b>: What are you ah, what are you gonna do?<br><br><b>Chandler</b>: I don't know, y'know. What, what, would you do?<br><br>",0.0,0.0,0.0,1.0,1.0
37,3AC6MFV69KX8I85COHQ2KWE88B0ZH7,Barry,"<b>s01_e02_c07(0) for Barry</b><br><br><b>Rachel Green</b>: Barry?<br><br><b>Barry</b>: C'mon in.<br><br><b>Rachel Green</b>: (hesitates) Are you sure?<br><br><b>Barry</b>: Yeah! It's fine, it's fine. Robbie's gonna be here for hours.<br><br><b>Robbie</b>: Huh?!<br><br><b>Barry</b>: So, how ya doin?<br><br><b>Rachel Green</b>: I'm- uh- I'm okay... You look great!<br><br>",1.0,1.0,1.0,1.0,1.0
38,33BFF6QPI1QPU5T8Y9HTHYJG84EW37,Monica Geller,"<b>s01_e23_c01(0) for Monica Geller</b><br><br><b>Ross Geller</b>: She's not here yet. She's not here. She's having my baby and she's not here.<br><br><b>Monica Geller</b>: I'm sure everything's fine. Has her water broke yet?<br><br><b>Ross Geller</b>: I don't know, but when I spoke to her, she said she had already passed the mucus plug.<br><br>(Joey makes a sound of absolute disgust.)<br><br><b>Joey Tribbiani</b>: Do we have to know about that?<br><br><b>Monica Geller</b>: Joey, what are you gonna do when you have a baby?<br><br>",1.0,1.0,1.0,1.0,1.0
