characters,text,cAGR,cCON,cEXT,cOPN,cNEU
Chandler Bing,"Chandler Bing: Would you come on! Come on! [waitress brings their coffee] Thank you. [They rush to put the cream and sugar in their cups and gulp down a few drinks] Chandler Bing: Ah, there we go. Chandler Bing: You burn your mouth? Chandler Bing: Bullies, big bullies. Chandler Bing: Yes, we're standing out ground...apparently. Chandler Bing: Alright, let's do this. Chandler Bing: Question. If I don't care about my watch, can I use it as a weapon? Chandler Bing: Well, it's sharp, it's metal, I think I can do some, you know, serious damage with it. Chandler Bing: Ok. [reaches in his pocket] Chandler Bing: Ok. ",2.0,-2.0,1.0,-2.0,-1.0
Rachel Green,"Rachel Green: We love you, we're here for you. Rachel Green: Ohh, what is in that? Rachel Green: No no, 'cause mayo, that would make it gross. Rachel Green: Run Phoebe run. Rachel Green: Are you kidding me? Rachel Green: Ok, here, I know what we can do. [grabs Joey's sadwich and throws it out the window] ",0.0,1.0,3.0,0.0,-2.0
Chandler Bing,"Chandler Bing: Oh my God. Chandler Bing: I can't believe it. Paolo kissed my mom? Chandler Bing: What? Chandler Bing: (To Joey) You knew about this? Chandler Bing: I spent the entire day with you, why didn't you tell me?! Chandler Bing: (To Ross) I can't believe this! What the hell were you thinking? Chandler Bing: Y'know, of all my friends, no-one knows the crap I go through with my mom more than you. Chandler Bing: I can't believe you did this. (Walks toward the door) Chandler Bing: I'm still mad at you for not telling me. ",2.0,1.0,0.0,3.0,0.0
Kathy,"Kathy: Hi! Kathy: No, you're my first. Put the money on the table. ",-2.0,-1.0,2.0,3.0,0.0
Monica Geller,"Monica Geller: You have dinosaur checks? Monica Geller: Nothin', nothin', hey you're a cheapasaurus. I'm kidding, I'm kidding, thank you, I'm very greatful. Monica Geller: Oh, um, that was my bathing suit from high school. I was uh, a little bigger then. Monica Geller: Hey, you got me, put it in. ",1.0,1.0,2.0,1.0,1.0
Chandler,"Chandler: It's not a big deal. It's, just it's right here, (points to his eye) and it's all the time. Chandler: (He looks over at Rachel, who nods her head) Yes, this, this was pleasant. Chandler: The food there was, was great. Chandler: So take care. Chandler: Well, this was great. I'll give you a call. We should do it again sometime. (Rachel is disappointed) Chandler: Noo! Chandler: Look, I'm sorry. Okay? I'm weak, and pathetic, and sorry. Chandler: Ahhhh-I'm not going to call you. ",0.0,0.0,1.0,-1.0,0.0
Monica Geller,"Monica Geller: I'm telling you, she went to the airport, and she's gonna go for it with Ross! Monica Geller: Guys, you got your hair cut. ",3.0,2.0,2.0,0.0,1.0
Rachel,"Rachel: (entering) Hi! Rachel: Handling it? What do you mean, handling it? There's nothing to handle. Now, maybe I would have a problem with this if it wasn't for me and Joshua. Y'know, they're not gonna get married anyway! Rachel: Come on! They rushed into this thing so fast it's ridiculous! I mean, they're gonna be engaged for like what? A year? And somewhere along the way, one of them is gonna realise what they've done and they're call the whole thing off. I'm telling ya, you're gonna be dancing at my wedding before you're dancing at there's. Rachel: Why not? ",0.0,0.0,1.0,0.0,-1.0
Dr. Zane,"Dr. Zane: It looks like your uterus is ready for implantation. Dr. Zane: Okay, it'll take just a little while to prepare the embryos. Dr. Zane: Um-hmm, five actually. Dr. Zane: We do five because that gives you a 25% chance that at least one will attach. ",1.0,2.0,2.0,2.0,2.0
Rachel Green,"Rachel Green: (on phone) Daddy... Daddy... Daddy, why whyyy would I sleep with Billy Dreskin? His father tried to put you out of business! (Rachel turns to Monica, clasping the receiver to her bosom so Dr.Green can't hear, while mouthing ""You are..."") ...dead! Rachel Green: Hello? (Listens) Um, yeah, uh, (snapping her fingers at Ross who takes the remote from Marcel, then turns off the TV) Okay ah, hold on a second, lemme lemme just check and see if see if she's here. Rachel Green: It's the woman from the hospital admissions office. She says there's a problem with the form. Oh, god, oh god... Rachel Green: Okay (desperately hands the receiver over) no, you do it. Rachel Green: What? Rachel Green: Ohhh... (slumping in relief) Okay, you were right. You were right! This was just not worth it. Rachel Green: Okay, let me just change. ",1.0,-1.0,0.0,0.0,-1.0
Ross,"Ross: No, hey, I get that, okay, I get that big time. And I'm happy for ya, but I'm tired of having a relationship with your answering machine! Okay, I don't know what to do anymore. Ross: Is this about Mark? Ross: Okay, it's not, it's not. ",2.0,0.0,1.0,0.0,0.0
Billy,"Billy: I'm sorry. Ex-excuse us. I'm sorry, it's a little crowded. Do you mind if we... (motions to the couch) Billy: Yeah, move over just a little bit. Billy: What's the matter? Billy: How do you know? Billy: Yeah. Billy: Like when you go bowling and you know you're in somebody else's shoes? ",2.0,1.0,2.0,0.0,1.0
Joey Tribbiani,"Joey Tribbiani: Man, we gotta do something about that guy. This morning, I caught him looking into our apartment. It creeps me out! I feel like I can't do stuff! ",0.0,1.0,1.0,0.0,1.0
Ross,"Ross: Oh, Liam. So uh, what, were you guys playing soccer or something-or should I call it (In an English accent) football? Ross: What's ah, what's so funny about that? ",1.0,1.0,2.0,0.0,1.0
Aurora,"Aurora: ...Luckily none of the bullets hit the engine block. So, we made it to the border, but just barely, and I- ...I've been talking about myself all night long, I'm sorry. What about you? Tell me one of your stories. Aurora: ...All of a sudden we realised we were in Yammon. Aurora: 'We' would be me and Rick. Aurora: My husband. Aurora: No. Aurora: No, I'm still married. Aurora: Don't worry. I imagine he'd be okay with you because really, he's okay with Ethan. Aurora: Mmmm... Ethan is my... boyfriend. Aurora: I suppose mainly sexual. ",0.0,2.0,1.0,1.0,-2.0
Joey Tribbiani,"Joey Tribbiani: Hey Phoebs. Joey Tribbiani: I can't find the remote. [Phoebe turns off the TV] Thank you. Joey Tribbiani: And? Joey Tribbiani: All right Phoebs, way to go. Joey Tribbiani: So, so how did it happen? Joey Tribbiani: And what did he say? ",1.0,-1.0,2.0,2.0,1.0
Joanne,Joanne: Alright. Let's talk reality for a second. Joanne: When are you coming home? ,0.0,0.0,1.0,0.0,1.0
Phoebe,"Phoebe: (singing) Smelly cat, smelly cat, what are they feeding you? Smelly cat, smelly cat, it's not your fault. Phoebe: Oh, yeah! ",3.0,1.0,3.0,1.0,2.0
Passenger,"Passenger: (Frustrated he takes his headphones off.) Oh, oh oh!! I'm sorry, can I interrupt? You know I just want to say..That you are a horrible, horrible person. Passenger: You say you love this man, yet you're about to ruin the happiest day of his life. I'm afraid I have to agree with you friend Pheebs.. This is a..this is a...terrible, terrible plan. ",-3.0,2.0,2.0,1.0,-1.0
Monica,"Monica: Look Rach, we have to move. I mean if they had lost, we would've made them get rid of the birds. Right? Monica: All right, look, I hate this as much as you, but if it makes you feel better, it's all your fault. Monica: Chinadolor Bong, come on, we steal that TV Guide every week! Monica: Well? Monica: It's only been a couple of hours, so just give it some time. Monica: Hey, Rach, can you give me a hand with this box? Monica: I'll take care of it. Monica: I lost our mattresses. Monica: Hey! Monica: Hey, don't mix those up, you could really ruin that lollipop. ",2.0,2.0,2.0,2.0,1.0
Monica,"Monica: What? Monica: Ow! Monica: (getting out) No, Rachel never pees in public restrooms. ",1.0,0.0,1.0,-1.0,-1.0
Alice,"Alice: (entering) Phoebe! Phoebe! Hi! Hi! Alice: Umm, actually, I came down to ask you a big favour. ",1.0,-1.0,1.0,-1.0,1.0
Monica Geller,"Monica Geller: There's a game? Monica Geller: Listen, um honey, I appreciate this but you don't have to keep hanging out with them for me, I mean, they have each other. Monica Geller: Alright that's great, then just go. Go Knicks. Monica Geller: Oh, then go Vassar. Monica Geller: Ok, then just go. Monica Geller: Oh, why does this bother me so much? I mean I don't wanna be one of those people who tells their boyfriend they wanna spend 24 hours a day with them. Monica Geller: It's just that he doesn't have that much free time, ya know, and I don't know, what do I do? Monica Geller: I've got a question. Richard made plans again with the guys. Monica Geller: Ya know what, I think I'm gonna go to my room and read Cosmo, maybe there's something helpful in there. Know what, at least maybe I can learn how to do an at home bikini wax with leftover Cristmas candles. ",1.0,0.0,1.0,1.0,-1.0
Monica,"Monica: Yeah. I mean it was kinda fun for a while, but didn't you start feeling silly? Monica: Oh God. Monica: Hey! Monica: So, is Joey gonna stop snoring? Monica: No, seriously. Monica: Oh my God! ",-1.0,0.0,1.0,1.0,2.0
Monica,"Monica: Chicken Kiev? Monica: Yeah, y'know, but something like salmon which would be so much more elegant than the chicken. And, you wouldn't have to worry about the salmonella. (Ross pushes her.) But of course with salmon you'd have to worry about the chickenella... So, I can't wait to see this place you're getting married! Monica: It's nice. ",3.0,2.0,3.0,0.0,3.0
Monica Geller,"Monica Geller: Why?! Why? Why, why would anybody do something like that? Monica Geller: I hate men! I hate men! Monica Geller: Is it me? Is it like I have some sort of beacon that only dogs and men with severe emotional problems can hear? Monica Geller: I just thought he was nice, y'know? ",1.0,1.0,3.0,3.0,1.0
Phoebe Buffay,"Phoebe Buffay: That's him. Phoebe Buffay: Yes, hi, Mr. Adelman. Thanks for meeting me. Phoebe Buffay: Um, do you wanna sit? Phoebe Buffay: I don't know how to say this, but I think when your wife's spirit left her body, it um, kind of stuck around in me. Phoebe Buffay: Yeah. Ok, you don't have to believe me but um, can you think of any unfinished business she might have had, like any reason she'd be hanging around? Phoebe Buffay: Everything? ",1.0,3.0,3.0,3.0,-1.0
Ross,"Ross: Oh, you could just go uh, ""greatest of ease... (plays air guitar) BAH-bah-bha-bhannn."" Then go right into it. Ross: Well umm, y'know, I used to play. Ross: Yeah, just a little in high school, but then I really got into it in college. I mean that's-that's when I really found my sound. Ross: Yeah. Ross: Really? No. I mean, nah, I haven't played in so long, and-and, well it's-it's really personal stuff, y'know? Ross: No, you guys, I mean my keyboards are all the way up in-No, yeah, okay. (Runs out.) Ross: Okay, guys. Ross: Here we go. (Plays one note) Y'know, I've-I've never played my stuff for anyone before, so it's important that-that you understand it's about communicating very private emotions. (Plays another note) Y'know, umm, you should-you should think of umm, my work as wordless sound poems. That's what I'm... Ross: Really?! I mean, really?!! ",3.0,0.0,0.0,2.0,2.0
Phoebe,"Phoebe: (entering) Hey! Phoebe: Umm, yeah, uh-huh, they're implanted. Phoebe: Well, freaked. 'Cause it turns out that the odds are really sucky. And! This is Frank and Alice's like only shot. Like, they are literally putting all of their eggs in my basket. Phoebe: All right, I'm gonna go take a pregnancy test, right now. Phoebe: Well the doctor says it takes a couple days, but my body's always been a little faster than Western medicine. ",2.0,0.0,2.0,1.0,1.0
Monica Geller,"Monica Geller: You'll do what? Monica Geller: Oh my God! Monica Geller: Really? Monica Geller: You're the most wonderful man. And if you hadn't of said 'if I have to' like seventeen times, then I'd be saying 'okay, let's do it.' ",1.0,0.0,1.0,-1.0,1.0
Ross,"Ross: (exiting the bathroom) That-that-that's all right, no honey, you take your time sweetie. I'll be right out here. (She slams the door in his face, to the gang) She's just fixing her makeup. Ross: And, I love you!! (He walks into the living room) Ross: That's true, thanks dad. (To All) People should be dancing! Huh? Hey, this is a party! Come on! Joey, dance!! (He starts to dance but stops when no one else joins him.) ",0.0,-1.0,1.0,0.0,-1.0
Ross Geller,Ross Geller: Wo-wo-whoa. What about Phoebe's birthday? Ross Geller: Tonight. Ross Geller: You take your time. ,0.0,-1.0,2.0,0.0,2.0
Ross Geller,"Ross Geller: God, that was, that was amazing, that was incredible. You guys, you guys kicked butt. Ross Geller: Yeah he was wasn't he. Ross Geller: So, listen guys, are we uh, are we ok here? ",3.0,2.0,3.0,2.0,1.0
Ross,"Ross: (entering) Hey! Ross: Monica, uh Dad called this morning and ah, Aunt Silvia passed away. Ross: We were all pretty shaken up about it. Ross: Well ah, Aunt Silvia was, well not a nice person. Ross: You get the dollhouse. ",3.0,3.0,2.0,3.0,2.0
Ross,"Ross: (coming out of the kitchen with a cup of coffee, almost running into Tommy) Oh-ho, whoa! Sorry, Tommy. I almost spilled this hot coffee on you. Ross: No, but it's-it's-it's hot! Ross: I can't believe no one believes me! ",-1.0,0.0,0.0,0.0,-1.0
Monica,"Monica: Hey. Monica: Oh, there's banana on it. Monica: So then you know? (Phoebe nods her head) Monica: Oh, good. Thanks. Monica: Okay, all right don't judge me to much. Okay? Um, but I saw this info-mercial, and um, I swear to you I have never-ever bought anything on TV before, except for this mop. But there was this stuff on leg waxing, it just, it looked so amazing.... Monica: Yes! Have you seen it? ",3.0,1.0,2.0,2.0,-1.0
Margha,"Margha: Hello, Chandler. Margha: Margha. Margha: Mar-gha. ",-2.0,3.0,1.0,0.0,1.0
Monica Geller,"Monica Geller: I'll get it. Monica Geller: Oh. Hi, Mr.Heckles. Monica Geller: Were not doing anything. Were just sitting around talking, quietly. Monica Geller: (Closing the door) Goodbye Mr.Heckles. ",3.0,1.0,2.0,2.0,1.0
Rachel Green,,2.0,2.0,2.0,2.0,2.0
Rachel Green,"Rachel Green: Oh, thanks. So, uh, what are you gonna do this summer? Rachel Green: [the shoulders of her dress keep falling off her shoulders] Is my hook unhooked? These things keep falling down, I can't. . . Rachel Green: Oh, the guys are here. Rachel Green: Oh my God, look there's Roy Gublik. Rachel Green: Where's Chip, why isn't he here yet? Rachel Green: I can't go to my own prom without a date, I can't, it's too late. ",0.0,-1.0,3.0,-1.0,-3.0
Fake Monica,"Fake Monica: Monana was very brave. Fake Monica: So once they caught on to the fact that we're, y'know, short and have breasts... Fake Monica: Oh, by the way, tomorrow we're auditioning for a Broadway show. Fake Monica: There's an open call for Cats. I'm thinking we go down there, sing Memories and make complete fools of ourselves. Whaddya say? Fake Monica: Well, that's just probably 'cause of your Amish background. Fake Monica: Well, you're Pennsylvania Dutch, right? ",0.0,0.0,2.0,3.0,0.0
